Test method	Hit method	Comment	Jaccard index	Jaccard containment AB	Jaccard containment BA	curated
SFLDF00542	PTHR11228:SF34	C	0.0714285714285714	1	0.0714285714285714	
SFLDF00542	TIGR04545	E	1	1	1	
SFLDF00542	TIGR04053	C	0.2	1	0.2	
PTHR44909:SF1	PTHR44909		0.4	0.75	0.461538461538462	
PTHR30544:SF6	TIGR00048		0.191780821917808	0.736842105263158	0.205882352941176	
PTHR30544:SF6	SFLDG01062		0.1625	0.684210526315789	0.175675675675676	
PTHR30544:SF6	PTHR30544	C	0.183673469387755	0.947368421052632	0.185567010309278	
PTHR30544:SF6	SFLDF00275		0.160493827160494	0.684210526315789	0.173333333333333	
PTHR30544:SF6	SFLDS00029		0.0114242193450114	0.789473684210526	0.0114591291061879	
TIGR04014	PTHR43409	C	0.0161290322580645	1	0.0161290322580645	
TIGR04014	SFLDG01082	C	0.00289017341040462	1	0.00289017341040462	
TIGR04014	PTHR43409:SF8	C	0.0714285714285714	1	0.0714285714285714	
TIGR04014	SFLDG01217	E	1	1	1	
TIGR04014	SFLDS00029	C	0.000763941940412529	1	0.000763941940412529	
SFLDF00006	PTHR13794	C	0.121212121212121	1	0.121212121212121	
SFLDF00006	PTHR13794:SF50		0.315789473684211	0.75	0.352941176470588	
SFLDF00006	PTHR13794:SF59	P	0.25	0.25	1	
SFLDF00006	SFLDS00001		0.015527950310559	0.625	0.0156739811912226	
SFLDF00006	SFLDG00179	C	0.125	1	0.125	
PTHR42912:SF27	PTHR42912	C	0.0589622641509434	1	0.0589622641509434	
PTHR11573	PTHR11573:SF6		0.59748427672956	0.646258503401361	0.88785046728972	
PTHR11573	TIGR02506	P	0.825174825174825	0.802721088435374	1.03508771929825	
PTHR11439	PTHR11439:SF204		0.0620871862615588	0.0626666666666667	0.87037037037037	
SFLDG01088	PTHR21339	C	0.838709677419355	1	0.838709677419355	
SFLDG01088	SFLDG01067	C	0.0943396226415094	0.961538461538462	0.0946969696969697	
SFLDG01088	SFLDF00318	E	0.923076923076923	0.923076923076923	1	
SFLDG01088	TIGR04278	C	0.888888888888889	0.923076923076923	0.96	
SFLDG01088	SFLDS00029		0.0175304878048781	0.884615384615385	0.0175706646294882	
PTHR34720:SF7	PTHR34720		0.215384615384615	0.424242424242424	0.304347826086957	
PTHR43409:SF3	SFLDF00303		0.727272727272727	0.888888888888889	0.8	
PTHR43409:SF3	PTHR43409	C	0.145161290322581	1	0.145161290322581	
PTHR43409:SF3	SFLDG01123	C	0.243243243243243	1	0.243243243243243	
PTHR43409:SF3	SFLDG01082	C	0.0260115606936416	1	0.0260115606936416	
PTHR43409:SF3	SFLDS00029	C	0.00687547746371276	1	0.00687547746371276	
PTHR11999:SF70	PTHR11999		0.0452755905511811	0.851851851851852	0.0456349206349206	
PTHR10108:SF733	PTHR10108	C	0.0343839541547278	1	0.0343839541547278	
TIGR00934	PTHR31064	C	0.191780821917808	0.933333333333333	0.194444444444444	
PTHR31480	PTHR31480:SF2	P	0.305555555555556	0.309859154929577	0.956521739130435	
PTHR31480	PTHR31480:SF17	P	0.0422535211267606	0.0422535211267606	1	
PTHR31480	PTHR31480:SF16	P	0.0563380281690141	0.0563380281690141	1	
PTHR31480	TIGR03464	P	0.0422535211267606	0.0422535211267606	1	
PTHR31480	PTHR31480:SF6	P	0.0422535211267606	0.0422535211267606	1	
PTHR31480	SFLDS00005		0.0022271714922049	0.0140845070422535	0.00263852242744063	
PTHR31480	SFLDG01212	P	0.76056338028169	0.76056338028169	1	
PTHR31480	TIGR03465	P	0.0422535211267606	0.0422535211267606	1	
PTHR31480	PTHR31480:SF9		0.123287671232877	0.126760563380282	0.818181818181818	
PTHR31480	PTHR31480:SF0	P	0.225352112676056	0.225352112676056	1	
PTHR31480	SFLDG01018		0.390070921985816	0.774647887323944	0.44	
PTHR31480	PTHR31480:SF4	P	0.154929577464789	0.154929577464789	1	
PTHR43675:SF3	PTHR43675	C	0.361842105263158	0.982142857142857	0.364238410596026	
PTHR31225:SF18	PTHR31225		0.0136674259681093	0.6	0.0137931034482759	
PTHR31225:SF18	SFLDG01019		0.024	0.6	0.024390243902439	
SFLDG01108	PTHR43288:SF1	E	1	1	1	
SFLDG01108	PTHR43288	C	0.538461538461538	1	0.538461538461538	
SFLDG01108	SFLDS00029		0.0015220700152207	0.285714285714286	0.00152788388082506	
PTHR10885:SF0	PTHR10885	C	0.1875	0.954545454545455	0.189189189189189	
PTHR10885:SF0	TIGR02150		0.164948453608247	0.727272727272727	0.175824175824176	
PTHR11685:SF99	PTHR11685	C	0.0252479711451758	0.96551724137931	0.0252707581227437	
TIGR01549	PTHR43434:SF6		0.00294117647058824	0.00302114803625378	0.1	
TIGR01549	TIGR01662		0.0319148936170213	0.0453172205438066	0.0974025974025974	
TIGR01549	PTHR43434		0.139664804469274	0.151057401812689	0.649350649350649	
TIGR01549	TIGR01509		0.117505995203837	0.29607250755287	0.1630615640599	
TIGR01549	TIGR01460		0.00493421052631579	0.00906344410876133	0.0107142857142857	
TIGR01549	PTHR43434:SF7		0.0808383233532934	0.081570996978852	0.9	
PTHR43409:SF1	PTHR43409	C	0.032258064516129	1	0.032258064516129	
PTHR43409:SF1	SFLDG01123	C	0.0540540540540541	1	0.0540540540540541	
PTHR43409:SF1	SFLDG01082	C	0.00578034682080925	1	0.00578034682080925	
PTHR43409:SF1	SFLDF00326	E	1	1	1	
PTHR43409:SF1	TIGR04190	E	1	1	1	
PTHR43409:SF1	SFLDS00029	C	0.00152788388082506	1	0.00152788388082506	
TIGR00048	PTHR30544:SF6		0.191780821917808	0.205882352941176	0.736842105263158	
TIGR00048	SFLDG01062	C	0.868421052631579	0.970588235294118	0.891891891891892	
TIGR00048	PTHR30544	C	0.701030927835051	1	0.701030927835051	
TIGR00048	PTHR30544:SF3		0.153846153846154	0.176470588235294	0.545454545454545	
TIGR00048	PTHR30544:SF5		0.405405405405405	0.441176470588235	0.833333333333333	
TIGR00048	SFLDF00275	C	0.857142857142857	0.970588235294118	0.88	
TIGR00048	PTHR30544:SF2		0.131578947368421	0.147058823529412	0.555555555555556	
TIGR00048	PTHR30544:SF4	P	0.0294117647058824	0.0294117647058824	1	
TIGR00048	SFLDS00029	C	0.051948051948052	1	0.051948051948052	
PTHR11952:SF2	PTHR11952	C	0.223404255319149	1	0.223404255319149	
PTHR11135:SF3	SFLDG01086	C	0.018018018018018	1	0.018018018018018	
PTHR11135:SF3	SFLDF00344	C	0.0235294117647059	1	0.0235294117647059	
PTHR11135:SF3	PTHR11135	C	0.0136986301369863	1	0.0136986301369863	
PTHR11135:SF3	SFLDS00029	C	0.00152788388082506	1	0.00152788388082506	
PTHR11135:SF3	TIGR01211	C	0.0222222222222222	1	0.0222222222222222	
PTHR11200:SF254	PTHR11200	C	0.0226757369614512	0.909090909090909	0.0227272727272727	
PTHR43837	SFLDG01082	C	0.0632183908045977	0.916666666666667	0.0635838150289017	
PTHR43837	TIGR00089	C	0.126436781609195	0.916666666666667	0.127906976744186	
PTHR43837	SFLDG01061	C	0.171875	0.916666666666667	0.174603174603175	
PTHR43837	SFLDF00274	P	0.833333333333333	0.833333333333333	1	
PTHR43837	SFLDS00029	C	0.0167810831426392	0.916666666666667	0.0168067226890756	
PTHR43837	TIGR01125	E	0.958333333333333	0.958333333333333	1	
TIGR04085	TIGR04083	P	0.0181818181818182	0.0181818181818182	1	
TIGR04085	SFLDF00285	P	0.163636363636364	0.163636363636364	1	
TIGR04085	TIGR04334	P	0.0181818181818182	0.0181818181818182	1	
TIGR04085	TIGR04303	P	0.0181818181818182	0.0181818181818182	1	
TIGR04085	SFLDG01072		0.210526315789474	0.218181818181818	0.857142857142857	
TIGR04085	SFLDG01104		0.0508474576271186	0.0545454545454545	0.428571428571429	
TIGR04085	SFLDG01385	P	0.0363636363636364	0.0363636363636364	1	
TIGR04085	TIGR04280	P	0.0363636363636364	0.0363636363636364	1	
TIGR04085	SFLDF00542	P	0.0181818181818182	0.0181818181818182	1	
TIGR04085	PTHR43273:SF6		0.11864406779661	0.127272727272727	0.636363636363636	
TIGR04085	TIGR04546	P	0.0181818181818182	0.0181818181818182	1	
TIGR04085	SFLDG01067	C	0.194756554307116	0.945454545454545	0.196969696969697	
TIGR04085	SFLDF00315	P	0.0181818181818182	0.0181818181818182	1	
TIGR04085	SFLDG01387		0.123076923076923	0.145454545454545	0.444444444444444	
TIGR04085	SFLDG01216		0.0178571428571429	0.0181818181818182	0.5	
TIGR04085	TIGR04084		0.0508474576271186	0.0545454545454545	0.428571428571429	
TIGR04085	TIGR04347	P	0.0181818181818182	0.0181818181818182	1	
TIGR04085	SFLDF00543	P	0.0181818181818182	0.0181818181818182	1	
TIGR04085	TIGR04082	P	0.0181818181818182	0.0181818181818182	1	
TIGR04085	PTHR11228:SF7		0.348484848484849	0.418181818181818	0.676470588235294	
TIGR04085	TIGR02109	P	0.0545454545454545	0.0545454545454545	1	
TIGR04085	SFLDG01386		0.220238095238095	0.672727272727273	0.246666666666667	
TIGR04085	PTHR11228		0.290322580645161	0.490909090909091	0.415384615384615	
TIGR04085	PTHR11228:SF34		0.0454545454545455	0.0545454545454545	0.214285714285714	
TIGR04085	PTHR43273		0.273972602739726	0.363636363636364	0.526315789473684	
TIGR04085	TIGR03942	P	0.181818181818182	0.181818181818182	1	
TIGR04085	TIGR03974	P	0.0181818181818182	0.0181818181818182	1	
TIGR04085	TIGR04545	P	0.0181818181818182	0.0181818181818182	1	
TIGR04085	SFLDF00316	P	0.0181818181818182	0.0181818181818182	1	
TIGR04085	PTHR43787		0.1	0.145454545454545	0.242424242424242	
TIGR04085	TIGR04133	P	0.0181818181818182	0.0181818181818182	1	
TIGR04085	SFLDG01384		0.315789473684211	0.327272727272727	0.9	
TIGR04085	SFLDF00280	P	0.0545454545454545	0.0545454545454545	1	
TIGR04085	TIGR03962	P	0.0181818181818182	0.0181818181818182	1	
TIGR04085	PTHR43787:SF3		0.135593220338983	0.145454545454545	0.666666666666667	
TIGR04085	TIGR04053		0.0344827586206897	0.0363636363636364	0.4	
TIGR04085	PTHR43273:SF5		0.172413793103448	0.181818181818182	0.769230769230769	
TIGR04085	PTHR43273:SF2		0.05	0.0545454545454545	0.375	
PTHR43434:SF6	TIGR01549		0.00294117647058824	0.1	0.00302114803625378	
PTHR43434:SF6	PTHR43434	C	0.12987012987013	1	0.12987012987013	
TIGR01469	PTHR21091:SF16		0.397435897435897	0.449275362318841	0.775	
TIGR01469	PTHR21091	C	0.0923913043478261	0.985507246376812	0.0925170068027211	
TIGR04337	PTHR30352:SF5		0.257142857142857	0.5625	0.321428571428571	
TIGR04337	SFLDG01101	C	0.8	1	0.8	
TIGR04337	PTHR30352:SF20		0.388888888888889	0.4375	0.777777777777778	
TIGR04337	SFLDS00029	C	0.0122230710466005	1	0.0122230710466005	
TIGR04337	PTHR30352	C	0.197530864197531	1	0.197530864197531	
PTHR43273:SF6	SFLDF00285		0.538461538461538	0.636363636363636	0.777777777777778	
PTHR43273:SF6	SFLDG01072		0.388888888888889	0.636363636363636	0.5	
PTHR43273:SF6	SFLDG01067		0.0261194029850746	0.636363636363636	0.0265151515151515	
PTHR43273:SF6	SFLDG01386		0.0454545454545455	0.636363636363636	0.0466666666666667	
PTHR43273:SF6	PTHR43273		0.225	0.818181818181818	0.236842105263158	
PTHR43273:SF6	TIGR03942		0.5	0.636363636363636	0.7	
PTHR43273:SF6	SFLDG01384		0.291666666666667	0.636363636363636	0.35	
TIGR04546	SFLDG01385	C	0.5	1	0.5	
TIGR04546	SFLDG01067	C	0.00378787878787879	1	0.00378787878787879	
TIGR04546	SFLDF00543	E	1	1	1	
TIGR04546	PTHR11228:SF7	C	0.0294117647058824	1	0.0294117647058824	
TIGR04546	SFLDG01386	C	0.00666666666666667	1	0.00666666666666667	
TIGR04546	PTHR11228	C	0.0153846153846154	1	0.0153846153846154	
TIGR04546	SFLDS00029	C	0.000763941940412529	1	0.000763941940412529	
TIGR01828	PTHR22931:SF9	C	0.623188405797101	0.977272727272727	0.632352941176471	
TIGR01828	PTHR22931	C	0.251428571428571	1	0.251428571428571	
SFLDG01067	TIGR04083	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	SFLDF00285	P	0.0340909090909091	0.0340909090909091	1	
SFLDG01067	PTHR43787:SF1	P	0.0113636363636364	0.0113636363636364	1	
SFLDG01067	TIGR03961	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	TIGR04334	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	TIGR02495		0.00749063670411985	0.00757575757575758	0.4	
SFLDG01067	PTHR22960:SF18	P	0.0151515151515152	0.0151515151515152	1	
SFLDG01067	TIGR04303	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	SFLDG01110	P	0.0151515151515152	0.0151515151515152	1	
SFLDG01067	SFLDG01383	P	0.34469696969697	0.34469696969697	1	
SFLDG01067	SFLDG01072	P	0.053030303030303	0.053030303030303	1	
SFLDG01067	PTHR42836:SF1		0.0177304964539007	0.0189393939393939	0.217391304347826	
SFLDG01067	SFLDG01104	P	0.0265151515151515	0.0265151515151515	1	
SFLDG01067	TIGR04167		0.0111111111111111	0.0113636363636364	0.333333333333333	
SFLDG01067	PTHR21339		0.0966542750929368	0.0984848484848485	0.838709677419355	
SFLDG01067	PTHR43728		0.0110294117647059	0.0113636363636364	0.272727272727273	
SFLDG01067	SFLDG01385	P	0.00757575757575758	0.00757575757575758	1	
SFLDG01067	SFLDF00276	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	TIGR04280	P	0.00757575757575758	0.00757575757575758	1	
SFLDG01067	TIGR04261	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	SFLDF00542	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	SFLDG01088	P	0.0984848484848485	0.0984848484848485	1	
SFLDG01067	PTHR43273:SF6		0.0261194029850746	0.0265151515151515	0.636363636363636	
SFLDG01067	TIGR04546	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	SFLDG01111		0.00746268656716418	0.00757575757575758	0.333333333333333	
SFLDG01067	SFLDF00315	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	TIGR02666	P	0.315985130111524	0.321969696969697	0.944444444444444	
SFLDG01067	SFLDG01387	P	0.0681818181818182	0.0681818181818182	1	
SFLDG01067	SFLDF00393	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	TIGR02668	P	0.0265151515151515	0.0265151515151515	1	
SFLDG01067	TIGR04478		0.00754716981132075	0.00757575757575758	0.666666666666667	
SFLDG01067	PTHR30352:SF5		0.00343642611683849	0.00378787878787879	0.0357142857142857	
SFLDG01067	PTHR11228:SF22		0.0225563909774436	0.0227272727272727	0.75	
SFLDG01067	SFLDG01216	P	0.00757575757575758	0.00757575757575758	1	
SFLDG01067	TIGR03963	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	TIGR04084	P	0.0265151515151515	0.0265151515151515	1	
SFLDG01067	TIGR04038		0.00746268656716418	0.00757575757575758	0.333333333333333	
SFLDG01067	TIGR04321	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	TIGR03470	P	0.0189393939393939	0.0189393939393939	1	
SFLDG01067	PTHR22960		0.294985250737463	0.378787878787879	0.571428571428571	
SFLDG01067	SFLDF00543	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	PTHR43273:SF3		0.0188679245283019	0.0189393939393939	0.833333333333333	
SFLDG01067	PTHR42836		0.0273037542662116	0.0303030303030303	0.216216216216216	
SFLDG01067	SFLDF00385	P	0.0265151515151515	0.0265151515151515	1	
SFLDG01067	TIGR04269	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	PTHR43306	P	0.0340909090909091	0.0340909090909091	1	
SFLDG01067	SFLDG01094		0.00749063670411985	0.00757575757575758	0.4	
SFLDG01067	PTHR43524	P	0.0227272727272727	0.0227272727272727	1	
SFLDG01067	SFLDG01066		0.0065359477124183	0.00757575757575758	0.0454545454545455	
SFLDG01067	TIGR04403	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	PTHR43787:SF5		0.0225563909774436	0.0227272727272727	0.75	
SFLDG01067	TIGR04082	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	SFLDF00281	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	PTHR11228:SF7	P	0.120300751879699	0.121212121212121	0.941176470588235	
SFLDG01067	TIGR02109	P	0.0113636363636364	0.0113636363636364	1	
SFLDG01067	SFLDG01386	P	0.568181818181818	0.568181818181818	1	
SFLDG01067	PTHR11228		0.196363636363636	0.204545454545455	0.830769230769231	
SFLDG01067	SFLDG01068	P	0.00757575757575758	0.00757575757575758	1	
SFLDG01067	SFLDF00397	P	0.0189393939393939	0.0189393939393939	1	
SFLDG01067	PTHR11228:SF34		0.0451127819548872	0.0454545454545455	0.857142857142857	
SFLDG01067	TIGR04311	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	PTHR43273		0.114391143911439	0.117424242424242	0.815789473684211	
SFLDG01067	TIGR03942	P	0.0378787878787879	0.0378787878787879	1	
SFLDG01067	SFLDF00515	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	SFLDF00570	P	0.0113636363636364	0.0113636363636364	1	
SFLDG01067	TIGR03974	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	TIGR04545	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	PTHR42836:SF2		0.00754716981132075	0.00757575757575758	0.666666666666667	
SFLDG01067	SFLDF00318	P	0.0909090909090909	0.0909090909090909	1	
SFLDG01067	PTHR22960:SF0		0.290909090909091	0.363636363636364	0.592592592592593	
SFLDG01067	TIGR04051	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	PTHR43787:SF7	P	0.00757575757575758	0.00757575757575758	1	
SFLDG01067	SFLDF00316	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	SFLDG01100	P	0.0340909090909091	0.0340909090909091	1	
SFLDG01067	PTHR43787		0.08	0.0833333333333333	0.666666666666667	
SFLDG01067	TIGR04133	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	SFLDG01384	P	0.0757575757575758	0.0757575757575758	1	
SFLDG01067	PTHR11228:SF27		0.0112359550561798	0.0113636363636364	0.5	
SFLDG01067	SFLDF00280	P	0.0113636363636364	0.0113636363636364	1	
SFLDG01067	TIGR04278	P	0.0905660377358491	0.0909090909090909	0.96	
SFLDG01067	TIGR03962	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	TIGR04078	P	0.00378787878787879	0.00378787878787879	1	
SFLDG01067	TIGR01290	P	0.0113636363636364	0.0113636363636364	1	
SFLDG01067	SFLDS00029		0.139029688631427	0.727272727272727	0.146676852559206	
SFLDG01067	TIGR04317	P	0.00757575757575758	0.00757575757575758	1	
SFLDG01067	TIGR02493		0.00727272727272727	0.00757575757575758	0.153846153846154	
SFLDG01067	PTHR43787:SF3		0.037593984962406	0.0378787878787879	0.833333333333333	
SFLDG01067	PTHR30352		0.00583090379008746	0.00757575757575758	0.0246913580246914	
SFLDG01067	TIGR04053	P	0.0189393939393939	0.0189393939393939	1	
SFLDG01067	SFLDG01097		0.00754716981132075	0.00757575757575758	0.666666666666667	
SFLDG01067	PTHR43273:SF5	P	0.0452830188679245	0.0454545454545455	0.923076923076923	
SFLDG01067	PTHR43273:SF2		0.0264150943396226	0.0265151515151515	0.875	
PTHR42785	TIGR01051	P	0.435185185185185	0.435185185185185	1	
PTHR43287:SF3	PTHR43287	C	0.135135135135135	1	0.135135135135135	
PTHR43287:SF3	SFLDG00033	E	1	1	1	
PTHR43287:SF3	SFLDS00001	C	0.0156739811912226	1	0.0156739811912226	
PTHR32319:SF0	PTHR32319	C	0.607843137254902	1	0.607843137254902	
PTHR31928	PTHR31928:SF20		0.0879120879120879	0.0888888888888889	0.888888888888889	
TIGR03464	PTHR31480:SF17	E	1	1	1	
TIGR03464	PTHR31480	C	0.0422535211267606	1	0.0422535211267606	
TIGR03464	SFLDG01212	C	0.0555555555555556	1	0.0555555555555556	
TIGR03464	SFLDG01018		0.0158730158730159	0.666666666666667	0.016	
PTHR15856:SF50	PTHR15856		0.0291545189504373	0.714285714285714	0.0294985250737463	
PTHR11135:SF2	SFLDG01086		0.0336134453781513	0.333333333333333	0.036036036036036	
PTHR11135:SF2	SFLDF00344		0.0543478260869565	0.416666666666667	0.0588235294117647	
PTHR11135:SF2	PTHR11135		0.0533333333333333	0.666666666666667	0.0547945205479452	
PTHR11135:SF2	SFLDS00029		0.000757575757575758	0.0833333333333333	0.000763941940412529	
PTHR11135:SF2	TIGR01211		0.0408163265306122	0.333333333333333	0.0444444444444444	
PTHR11903:SF24	PTHR11903	C	0.0222222222222222	1	0.0222222222222222	
SFLDF00301	SFLDG01060	C	0.0987654320987654	1	0.0987654320987654	
SFLDF00301	TIGR02351	E	1	1	1	
SFLDF00301	PTHR43583	C	0.5	1	0.5	
SFLDF00301	SFLDG01081		0.222222222222222	0.25	0.666666666666667	
SFLDF00301	PTHR43583:SF1	E	1	1	1	
SFLDF00301	SFLDS00029		0.00534351145038168	0.875	0.0053475935828877	
SFLDF00344	SFLDG01086	C	0.765765765765766	1	0.765765765765766	
SFLDF00344	PTHR11135:SF3	P	0.0235294117647059	0.0235294117647059	1	
SFLDF00344	PTHR11135:SF2		0.0319148936170213	0.0352941176470588	0.25	
SFLDF00344	PTHR11135	C	0.560810810810811	0.976470588235294	0.568493150684932	
SFLDF00344	PTHR11135:SF0	C	0.702702702702703	0.917647058823529	0.75	
SFLDF00344	SFLDS00029		0.0160349854227405	0.258823529411765	0.0168067226890756	
SFLDF00344	TIGR01211	E	0.923076923076923	0.988235294117647	0.933333333333333	
SFLDG01111	PTHR42836:SF1		0.0740740740740741	0.333333333333333	0.0869565217391304	
SFLDG01111	SFLDG01067		0.00746268656716418	0.333333333333333	0.00757575757575758	
SFLDG01111	PTHR30352:SF5		0.0303030303030303	0.166666666666667	0.0357142857142857	
SFLDG01111	TIGR04038	E	1	1	1	
SFLDG01111	PTHR42836		0.0487804878048781	0.333333333333333	0.0540540540540541	
SFLDG01111	SFLDS00029	C	0.00458365164247517	1	0.00458365164247517	
SFLDG01111	PTHR30352		0.0116279069767442	0.166666666666667	0.0123456790123457	
PTHR31480:SF6	PTHR31480	C	0.0422535211267606	1	0.0422535211267606	
PTHR31480:SF6	SFLDG01212	C	0.0555555555555556	1	0.0555555555555556	
PTHR31480:SF6	SFLDG01018	C	0.024	1	0.024	
PTHR22916:SF47	PTHR22916	C	0.155	0.939393939393939	0.156565656565657	
PTHR30290:SF38	PTHR30290	C	0.184313725490196	0.94	0.186507936507937	
TIGR00851	PTHR30181	C	0.444444444444444	1	0.444444444444444	
TIGR00851	PTHR30181:SF2	C	0.8	1	0.8	
PTHR11902:SF5	SFLDF00002		0.0717488789237668	0.444444444444444	0.0788177339901478	
PTHR11902:SF5	SFLDG00178		0.0811965811965812	0.527777777777778	0.0875576036866359	
PTHR11902:SF5	TIGR01060		0.0692640692640693	0.444444444444444	0.0758293838862559	
PTHR11902:SF5	PTHR11902	C	0.0944444444444444	0.944444444444444	0.0949720670391061	
PTHR11902:SF5	SFLDS00001		0.056547619047619	0.527777777777778	0.0595611285266458	
PTHR43095	PTHR43095:SF2	P	0.1875	0.1875	1	
PTHR43095	TIGR01314	P	0.104166666666667	0.104166666666667	1	
PTHR13355:SF8	PTHR13355	C	0.150326797385621	1	0.150326797385621	
PTHR31313:SF66	PTHR31313	C	0.0248447204968944	1	0.0248447204968944	
TIGR00567	PTHR10429	C	0.823529411764706	1	0.823529411764706	
PTHR11903	PTHR11903:SF24	P	0.0222222222222222	0.0222222222222222	1	
PTHR11764	PTHR11764:SF20		0.208845208845209	0.216284987277354	0.858585858585859	
PTHR11764	TIGR01507		0.0126903553299492	0.0127226463104326	0.833333333333333	
PTHR11764	TIGR01787	P	0.53904282115869	0.544529262086514	0.981651376146789	
SFLDF00273	PTHR43020:SF1	P	0.355263157894737	0.364864864864865	0.931034482758621	
SFLDF00273	SFLDF00413	P	0.571428571428571	0.594594594594595	0.936170212765957	
SFLDF00273	PTHR43020:SF3	P	0.0405405405405405	0.0405405405405405	1	
SFLDF00273	SFLDG01082	C	0.213872832369942	1	0.213872832369942	
SFLDF00273	TIGR00089	C	0.430232558139535	1	0.430232558139535	
SFLDF00273	TIGR01574	P	0.813333333333333	0.824324324324324	0.983870967741935	
SFLDF00273	SFLDG01061	C	0.587301587301587	1	0.587301587301587	
SFLDF00273	SFLDS00029	C	0.0557251908396947	0.986486486486487	0.0557677616501146	
SFLDF00273	PTHR43020:SF2		0.477272727272727	0.567567567567568	0.75	
SFLDF00273	PTHR43020	C	0.813186813186813	1	0.813186813186813	
PTHR24567	PTHR24567:SF28	P	0.2	0.201342281879195	0.967741935483871	
TIGR01255	PTHR30191	C	0.62962962962963	1	0.62962962962963	
TIGR01255	PTHR30191:SF7	P	0.470588235294118	0.470588235294118	1	
TIGR01255	PTHR30191:SF0		0.333333333333333	0.529411764705882	0.473684210526316	
TIGR01664	TIGR01662	C	0.487179487179487	0.974358974358974	0.493506493506494	
PTHR31225:SF0	PTHR31225		0.0570776255707763	0.892857142857143	0.0574712643678161	
PTHR31225:SF0	SFLDG01019		0.0538461538461538	0.5	0.0569105691056911	
SFLDF00299	PTHR30352:SF2	C	0.875	1	0.875	
SFLDF00299	SFLDG01066	C	0.318181818181818	1	0.318181818181818	
SFLDF00299	TIGR02491	E	0.928571428571429	0.928571428571429	1	
SFLDF00299	SFLDS00029	C	0.0099236641221374	0.928571428571429	0.00993124522536287	
SFLDF00299	PTHR30352	C	0.172839506172839	1	0.172839506172839	
SFLDF00299	SFLDG01063	E	1	1	1	
SFLDG01062	PTHR30544:SF6		0.1625	0.175675675675676	0.684210526315789	
SFLDG01062	TIGR00048	P	0.868421052631579	0.891891891891892	0.970588235294118	
SFLDG01062	PTHR30544	C	0.762886597938144	1	0.762886597938144	
SFLDG01062	TIGR04432	P	0.0135135135135135	0.0135135135135135	1	
SFLDG01062	PTHR30544:SF3		0.156626506024096	0.175675675675676	0.590909090909091	
SFLDG01062	PTHR30544:SF5	P	0.447368421052632	0.459459459459459	0.944444444444444	
SFLDG01062	SFLDF00296	P	0.0135135135135135	0.0135135135135135	1	
SFLDG01062	SFLDF00275	E	0.986666666666667	1	0.986666666666667	
SFLDG01062	PTHR30544:SF2		0.15	0.162162162162162	0.666666666666667	
SFLDG01062	PTHR30544:SF4	P	0.027027027027027	0.027027027027027	1	
SFLDG01062	SFLDS00029	C	0.0565317035905271	1	0.0565317035905271	
SFLDF00292	TIGR04070	C	0.666666666666667	1	0.666666666666667	
SFLDF00292	PTHR37822	C	0.222222222222222	1	0.222222222222222	
SFLDF00292	SFLDG01079	C	0.666666666666667	1	0.666666666666667	
SFLDF00292	SFLDS00029	C	0.00152788388082506	1	0.00152788388082506	
SFLDF00292	PTHR37822:SF2	C	0.333333333333333	1	0.333333333333333	
TIGR00463	PTHR43097:SF5		0.326086956521739	0.365853658536585	0.75	
TIGR00463	PTHR43097		0.150537634408602	0.51219512195122	0.175732217573222	
TIGR03821	PTHR30538	C	0.266666666666667	1	0.266666666666667	
TIGR03821	SFLDG01070	C	0.307692307692308	1	0.307692307692308	
TIGR03821	TIGR00238	C	0.347826086956522	1	0.347826086956522	
TIGR03821	SFLDF00314	E	1	1	1	
TIGR03821	PTHR30538:SF1	C	0.444444444444444	1	0.444444444444444	
TIGR03821	SFLDS00029	C	0.00611153552330023	1	0.00611153552330023	
TIGR03025	PTHR30576:SF0		0.351351351351351	0.433333333333333	0.65	
TIGR03025	PTHR30576	C	0.508474576271186	1	0.508474576271186	
